domain,label,confidence,text_score,vision_score,reasons,image_count,error,started_at,finished_at,stage_used,nav_count,heading_count
seasaltcornwall.com,Generalist,0.91,0.0,0.1,vision_screenshot:0.10;text_extraction_failed,1,,2025-11-07T17:03:51.348440,2025-11-07T17:03:57.525621,playwright,0,0
self-portrait.com,Generalist,1.0,0.0,,"bodywear:swim;generalist:denim,outerwear,kids",0,,2025-11-07T17:03:57.848808,2025-11-07T17:03:58.669259,http,64,5
smiffys.com,Generalist,1.0,0.0,,"generalist:kids,accessories",0,,2025-11-07T17:03:59.051998,2025-11-07T17:03:59.727601,http,150,10
davidnieper.co.uk,Pure Bodywear,0.9473684210526316,0.9473684210526316,,"bodywear:lingerie,nightwear",0,,2025-11-07T17:04:00.139015,2025-11-07T17:04:00.468282,http,20,8
davidnieper.academy,Generalist,1.0,0.0,0.0,vision_screenshot:0.00;text_extraction_failed,1,,2025-11-07T17:04:01.008807,2025-11-07T17:04:04.132487,playwright,0,0
vogacloset.com,Generalist,1.0,0.0,,,0,,2025-11-07T17:04:04.623479,2025-11-07T17:04:04.866624,http,6,4
textiss.com,Generalist,1.0,0.0,,generalist:home,0,,2025-11-07T17:04:05.190837,2025-11-07T17:04:05.713037,http,37,10
balmain.com,Generalist,0.91,0.0,0.1,vision_screenshot:0.10;text_extraction_failed,1,,2025-11-07T17:04:06.064535,2025-11-07T17:04:20.488949,playwright,0,0
tailorfabric.com,Error,0.0,,,,0,Firecrawl API error: 408,2025-11-07T17:04:20.864657,2025-11-07T17:08:41.368834,,0,0
dormeuil.com,Generalist,1.0,0.0,,"generalist:home,accessories",0,,2025-11-07T17:08:42.057994,2025-11-07T17:08:42.667531,http,70,7
lilly.dk,Generalist,1.0,0.0,,"generalist:baby,accessories",0,,2025-11-07T17:08:43.049864,2025-11-07T17:08:43.664194,http,103,7
nwg.se,Generalist,1.0,0.0,0.0,vision_screenshot:0.00;text_extraction_failed,1,,2025-11-07T17:08:44.024757,2025-11-07T17:08:52.826528,playwright,0,0
humswear.com,Generalist,0.91,0.0,0.1,vision_screenshot:0.10;text_extraction_failed,1,,2025-11-07T17:08:53.281076,2025-11-07T17:08:57.242141,playwright,0,0
nk.se,Generalist,1.0,0.0,,generalist:maison,0,,2025-11-07T17:08:57.578175,2025-11-07T17:08:58.370559,http,28,10
jolamode.nl,Generalist,1.0,0.0,,"generalist:baby,jassen,accessoires",0,,2025-11-07T17:08:58.696707,2025-11-07T17:08:59.157099,http,92,10
schulteherenmode.nl,Generalist,1.0,0.0,,"generalist:denim,jeans,schoenen",0,,2025-11-07T17:08:59.454101,2025-11-07T17:09:00.244095,http,97,10
hoehn-hg.de,Generalist,1.0,0.0,,generalist:home,0,,2025-11-07T17:09:00.555130,2025-11-07T17:09:00.869917,http,18,4
basiccph.com,Generalist,1.0,0.0,0.0,vision_screenshot:0.00;text_extraction_failed,1,,2025-11-07T17:09:01.187450,2025-11-07T17:09:03.494390,playwright,0,0
fashionmodeldirectory.com,Generalist,1.0,0.0,,,0,,2025-11-07T17:09:03.817451,2025-11-07T17:09:04.451610,http,27,10
stroms.com,Generalist,0.8777777777777778,0.1222222222222222,,"bodywear:pyjamas,loungewear;generalist:jeans,home",0,,2025-11-07T17:09:04.763218,2025-11-07T17:09:05.657036,http,50,1
hvegfashiongroup.com,Generalist,0.8894736842105263,0.2210526315789473,0.0,"bodywear:lingerie,underwear;generalist:shoes,kids,home;vision_screenshot:0.00",1,,2025-11-07T17:09:05.962862,2025-11-07T17:09:08.096228,http+vision,88,9
fashion.cloud,Generalist,1.0,0.0,,,0,,2025-11-07T17:09:08.382555,2025-11-07T17:09:09.000536,http,88,10
monnet-sports.com,Generalist,1.0,0.0,,generalist:kids,0,,2025-11-07T17:09:09.298926,2025-11-07T17:09:10.151058,http,50,10
loropiana.com,Generalist,1.0,0.0,0.0,vision_screenshot:0.00;text_extraction_failed,1,,2025-11-07T17:09:10.453329,2025-11-07T17:09:13.319077,playwright,0,0
holtex.de,Generalist,1.0,0.0,,"generalist:home,accessoires,schuhe",0,,2025-11-07T17:09:13.661383,2025-11-07T17:09:13.991895,http,23,10
moderohde.de,Generalist,1.0,0.0,,,0,,2025-11-07T17:09:14.347708,2025-11-07T17:09:14.726323,http,9,2
pt-concept-stores.de,Error,0.0,,,,0,Firecrawl API error: 500,2025-11-07T17:09:15.030525,2025-11-07T17:09:22.963627,,0,0
kufner.com,Generalist,1.0,0.0,,generalist:furniture,0,,2025-11-07T17:09:23.290177,2025-11-07T17:09:23.996503,http,52,10
claires.com,Generalist,1.0,0.0,,"generalist:accessories,jewelry,beauty",0,,2025-11-07T17:09:24.294314,2025-11-07T17:09:24.739740,http,9,10
sh-dessous.de,Pure Bodywear,0.7166666666666667,0.7166666666666667,,"bodywear:lingerie,shapewear,slips,dessous,nachtwäsche;generalist:home,accessoires",0,,2025-11-07T17:09:25.029226,2025-11-07T17:09:27.473909,http,67,9
eimsbuetteler-nachrichten.de,Generalist,1.0,0.0,0.0,vision_screenshot:0.00;text_extraction_failed,1,,2025-11-07T17:09:27.793749,2025-11-07T17:09:32.643422,playwright,0,0
modehaus-heinemann.de,Generalist,1.0,0.0,,generalist:home,0,,2025-11-07T17:09:32.959998,2025-11-07T17:09:33.241305,http,34,10
richard-designs.com,Generalist,0.955,0.0,0.05,vision_screenshot:0.05;text_extraction_failed,1,,2025-11-07T17:09:33.545846,2025-11-07T17:09:41.284199,playwright,0,0
suncoo-paris.fr,Generalist,1.0,0.0,,"generalist:denim,jeans,accessoires",0,,2025-11-07T17:09:41.615713,2025-11-07T17:09:41.939857,http,60,8
suncoo-paris.com,Generalist,1.0,0.0,,"generalist:denim,jeans,coats",0,,2025-11-07T17:09:42.243571,2025-11-07T17:09:42.584618,http,60,8
laboutiqueofficielle.com,Generalist,1.0,0.0,,"bodywear:boxers,maillots;generalist:jeans,boots,manteaux",0,,2025-11-07T17:09:42.883197,2025-11-07T17:09:44.519983,http,100,5
picture-organic-clothing.com,Generalist,1.0,0.0,,"generalist:outerwear,jackets,kids",0,,2025-11-07T17:09:44.815805,2025-11-07T17:09:45.359381,http,56,1
kiplay.com,Generalist,1.0,0.0,,,0,,2025-11-07T17:09:45.654380,2025-11-07T17:09:46.071628,http,26,8
kiplayvintage.com,Generalist,1.0,0.0,,"generalist:jeans,accessoires,vestes",0,,2025-11-07T17:09:46.380099,2025-11-07T17:09:52.639644,http,46,10
allande.fr,Generalist,1.0,0.0,0.0,vision_screenshot:0.00;text_extraction_failed,1,,2025-11-07T17:09:52.964340,2025-11-07T17:10:01.738021,playwright,0,0
gemo.fr,Generalist,1.0,0.0,,"generalist:boots,chaussures,baskets",0,,2025-11-07T17:10:02.075783,2025-11-07T17:10:02.502596,http,100,9
daxon.fr,Bodywear Leaning,0.4266304347826087,0.7532608695652174,0.1,"bodywear:lingerie,slip,pyjama,sous-vêtements,soutien-gorge;generalist:accessoires,chaussures,baskets;vision_screenshot:0.10",1,,2025-11-07T17:10:02.836718,2025-11-07T17:11:03.019746,http+vision,94,4
watts-team.com,Generalist,1.0,0.0,,"bodywear:maillots;generalist:outerwear,accessoires,vestes",0,,2025-11-07T17:11:03.615216,2025-11-07T17:11:04.635428,http,95,5
no-name.fr,Generalist,1.0,0.0,,"generalist:sneakers,bags,sneaker",0,,2025-11-07T17:11:05.104953,2025-11-07T17:11:05.955326,http,95,6
armistice.fr,Generalist,1.0,0.0,,,0,,2025-11-07T17:11:06.344999,2025-11-07T17:11:06.938023,http,10,3
schmoove.fr,Generalist,1.0,0.0,,"generalist:sneakers,boots,baskets",0,,2025-11-07T17:11:07.346794,2025-11-07T17:11:07.962950,http,53,6
quality-textiles.com,Generalist,1.0,0.0,,"generalist:denim,kids",0,,2025-11-07T17:11:08.345194,2025-11-07T17:11:09.308473,http,97,10
jbstextilegroup.dk,Generalist,1.0,0.0,,,0,,2025-11-07T17:11:09.745610,2025-11-07T17:11:10.304241,http,6,4
kids-world.dk,Generalist,1.0,0.0,,generalist:kids,0,,2025-11-07T17:11:10.629499,2025-11-07T17:11:11.351790,http,41,10
sakestore.nl,Generalist,0.91,0.0,0.1,vision_screenshot:0.10;text_extraction_failed,1,,2025-11-07T17:11:11.650993,2025-11-07T17:11:15.039656,playwright,0,0
studioanneloes.nl,Generalist,0.865,0.0,0.15,vision_screenshot:0.15;text_extraction_failed,1,,2025-11-07T17:11:15.445834,2025-11-07T17:11:19.210126,playwright,0,0
hansboodt-schaufensterpuppen.de,Generalist,1.0,0.0,,,0,,2025-11-07T17:11:19.551841,2025-11-07T17:11:20.180100,http,21,10
hansboodtmannequins.com,Generalist,1.0,0.0,,,0,,2025-11-07T17:11:20.480301,2025-11-07T17:11:21.562712,http,23,10
northsails.com,Generalist,1.0,0.0,,"generalist:outerwear,jackets,kids",0,,2025-11-07T17:11:21.879880,2025-11-07T17:11:22.831373,http,52,10
expresswear.nl,Generalist,1.0,0.0,,"generalist:jeans,jackets,sneakers",0,,2025-11-07T17:11:23.136863,2025-11-07T17:11:23.556640,http,100,10
xhibition.no,Generalist,1.0,0.0,,generalist:home,0,,2025-11-07T17:11:23.867067,2025-11-07T17:11:24.027433,http,8,9
rbk-shop.no,Generalist,1.0,0.0,,,0,,2025-11-07T17:11:24.333174,2025-11-07T17:11:25.133867,http,48,10
rbk.no,Generalist,1.0,0.0,,,0,,2025-11-07T17:11:25.455434,2025-11-07T17:11:25.735007,http,27,10
brando.no,Generalist,1.0,0.0,,generalist:accessories,0,,2025-11-07T17:11:26.047088,2025-11-07T17:11:26.623689,http,11,6
hunkemoller.nl,Pure Bodywear,0.979591836734694,0.979591836734694,,"bodywear:lingerie,bra,bodywear,bh,slips",0,,2025-11-07T17:11:26.936325,2025-11-07T17:11:27.231811,http,43,10
hunkemoller.be,Pure Bodywear,0.842,0.842,,"bodywear:lingerie,bodywear,bh,slips,nachtmode;generalist:accessoires",0,,2025-11-07T17:11:27.551738,2025-11-07T17:11:28.136124,http,89,9
hunkemoller.dk,Pure Bodywear,0.9282608695652176,0.9282608695652176,,"bodywear:bodywear,bh;generalist:accessories",0,,2025-11-07T17:11:28.440026,2025-11-07T17:11:28.980304,http,85,10
hunkemoller.fr,Pure Bodywear,0.7887931034482758,0.7275862068965517,0.85,"bodywear:lingerie,bodywear,soutien-gorge,nuit;generalist:accessoires;vision_screenshot:0.85",1,,2025-11-07T17:11:29.285131,2025-11-07T17:11:34.506978,http+vision,87,10
alsico.com,Generalist,1.0,0.0,,,0,,2025-11-07T17:11:34.865120,2025-11-07T17:11:35.621044,http,34,10
penninkhofmode.nl,Generalist,1.0,0.0,,"generalist:jeans,coats,sneakers",0,,2025-11-07T17:11:36.066244,2025-11-07T17:11:36.630773,http,50,10
wefashion.com,Generalist,0.91,0.0,0.1,vision_screenshot:0.10;text_extraction_failed,1,,2025-11-07T17:11:36.934063,2025-11-07T17:11:41.463152,playwright,0,0
fabiennechapot.com,Generalist,1.0,0.0,,"generalist:denim,shoes,accessories",0,,2025-11-07T17:11:41.826880,2025-11-07T17:11:42.407788,http,11,10
jdsports.co.uk,Generalist,1.0,0.0,,"generalist:footwear,kids,accessories",0,,2025-11-07T17:11:42.706719,2025-11-07T17:12:03.252528,http,49,5
jdsports.de,Generalist,1.0,0.0,,"generalist:accessoires,schuhe,kinder",0,,2025-11-07T17:12:03.662863,2025-11-07T17:12:04.074334,http,49,4
jdplc.com,Generalist,1.0,0.0,,,0,,2025-11-07T17:12:04.379252,2025-11-07T17:12:25.737912,http,90,8
modehaus-johannsen.de,Generalist,1.0,0.0,,generalist:denim,0,,2025-11-07T17:12:26.252392,2025-11-07T17:12:31.903496,http,64,10
sunspel.de,Generalist,0.8217391304347826,0.2565217391304347,0.1,"bodywear:loungewear,slips,boxershorts,unterwäsche,nachtwäsche;generalist:accessoires,mäntel,jacken;vision_screenshot:0.10",1,,2025-11-07T17:12:32.275524,2025-11-07T17:12:36.128718,http+vision,59,10
satinee.eu,Error,0.0,,,,0,Firecrawl API error: 500,2025-11-07T17:12:36.480716,2025-11-07T17:12:46.297707,,0,0
crispbln.com,Generalist,1.0,0.0,0.0,vision_screenshot:0.00;text_extraction_failed,1,,2025-11-07T17:12:46.713699,2025-11-07T17:12:50.463965,playwright,0,0
bodycheck-shop.de,Generalist,1.0,0.0,0.0,vision_screenshot:0.00;text_extraction_failed,1,,2025-11-07T17:12:50.844757,2025-11-07T17:12:54.661785,playwright,0,0
pradagroup.com,Generalist,1.0,0.0,0.0,vision_screenshot:0.00;text_extraction_failed,1,,2025-11-07T17:12:55.036927,2025-11-07T17:13:04.469906,playwright,0,0
sie-dessousundmehr.de,Generalist,1.0,0.0,0.0,vision_screenshot:0.00;text_extraction_failed,1,,2025-11-07T17:13:04.853129,2025-11-07T17:13:12.287256,playwright,0,0
moukimou.com,Generalist,1.0,0.0,,"generalist:coats,jackets,shoes",0,,2025-11-07T17:13:12.942714,2025-11-07T17:13:13.406604,http,148,2
mou-online.com,Generalist,1.0,0.0,,"generalist:sneakers,boots,kids",0,,2025-11-07T17:13:13.840843,2025-11-07T17:13:14.438281,http,97,9
mou.com,Generalist,1.0,0.0,,"generalist:jackets,shoes,accessories",0,,2025-11-07T17:13:14.834226,2025-11-07T17:13:15.967482,http,56,2
breuninger.com,Generalist,1.0,0.0,,"generalist:kids,home,beauty",0,,2025-11-07T17:13:16.371628,2025-11-07T17:13:16.821763,http,5,10
theepicentre.co.uk,Generalist,1.0,0.0,,"bodywear:underwear;generalist:outerwear,coats,jackets",0,,2025-11-07T17:13:17.174799,2025-11-07T17:13:18.154735,http,150,7
epicentrehaverhill.co.uk,Generalist,1.0,0.0,,,0,,2025-11-07T17:13:18.527624,2025-11-07T17:13:18.912841,http,59,8
bleuforet.fr,Pure Bodywear,0.8333333333333334,0.8333333333333334,,"bodywear:panties,boxer",0,,2025-11-07T17:13:19.290591,2025-11-07T17:13:20.407279,http,43,9
meduse.com,Generalist,1.0,0.0,,"generalist:boots,baskets,bottes",0,,2025-11-07T17:13:20.801036,2025-11-07T17:13:21.694902,http,139,7
graindemalice.fr,Generalist,1.0,0.0,,"generalist:denim,jeans,manteaux",0,,2025-11-07T17:13:22.064800,2025-11-07T17:13:22.699101,http,117,8
la-canadienne.com,Generalist,1.0,0.0,,"generalist:accessoires,manteaux,vestes",0,,2025-11-07T17:13:23.154598,2025-11-07T17:13:23.976075,http,117,10
granjard.fr,Generalist,1.0,0.0,,"generalist:chaussures,décoration",0,,2025-11-07T17:13:24.366647,2025-11-07T17:13:26.215850,http,139,10
centex.fr,Generalist,0.8291666666666666,0.3416666666666667,0.0,"bodywear:boxers,dessous;generalist:sacs;vision_screenshot:0.00",1,,2025-11-07T17:13:26.685764,2025-11-07T17:13:30.296479,http+vision,149,10
etoffes-inspire.fr,Generalist,1.0,0.0,,generalist:décoration,0,,2025-11-07T17:13:30.646687,2025-11-07T17:13:31.920751,http,62,10
1083.fr,Generalist,1.0,0.0,,"generalist:jeans,accessoires,chaussures",0,,2025-11-07T17:13:32.303972,2025-11-07T17:13:32.598899,http,22,10
modetic.com,Generalist,1.0,0.0,,"generalist:jeans,accessoires,chaussures",0,,2025-11-07T17:13:32.941907,2025-11-07T17:13:33.190182,http,22,10
gerarddarel.com,Generalist,0.91,0.0,0.1,vision_screenshot:0.10;text_extraction_failed,1,,2025-11-07T17:13:33.509537,2025-11-07T17:13:37.359629,playwright,0,0
takko.com,Generalist,0.91,0.0,0.1,vision_screenshot:0.10;text_extraction_failed,1,,2025-11-07T17:13:37.687204,2025-11-07T17:13:40.770309,playwright,0,0
tricorp.com,Generalist,1.0,0.0,0.0,vision_screenshot:0.00;text_extraction_failed,1,,2025-11-07T17:13:41.110776,2025-11-07T17:13:44.579374,playwright,0,0
timoteo.net,Pure Bodywear,0.8888888888888888,0.8888888888888888,,"bodywear:underwear,briefs,swimwear,swim,trunks",0,,2025-11-07T17:13:44.985315,2025-11-07T17:13:45.250332,http,45,9
craftsportswear.com,Generalist,0.91,0.0,0.1,vision_screenshot:0.10;text_extraction_failed,1,,2025-11-07T17:13:45.557516,2025-11-07T17:13:53.625348,playwright,0,0
wearegarcia.com,Generalist,1.0,0.0,,"bodywear:boxershorts;generalist:jeans,outerwear,coats",0,,2025-11-07T17:13:53.974825,2025-11-07T17:13:54.211357,http,48,2
retro.no,Generalist,1.0,0.0,,"generalist:jeans,sneakers,boots",0,,2025-11-07T17:13:54.533090,2025-11-07T17:13:54.884874,http,99,10
voorwinden.nl,Generalist,0.7897727272727273,0.1704545454545454,0.25,"bodywear:lingerie,nachtmode;generalist:jeans,kids,jassen;vision_screenshot:0.25",1,,2025-11-07T17:13:55.225405,2025-11-07T17:13:58.246521,http+vision,55,8
stateofart.com,Generalist,1.0,0.0,,"bodywear:sokken;generalist:jeans,sneakers,boots",0,,2025-11-07T17:13:58.628106,2025-11-07T17:13:58.958015,http,44,9
ellos.se,Generalist,1.0,0.0,,generalist:home,0,,2025-11-07T17:13:59.290595,2025-11-07T17:13:59.674140,http,26,10
richa.eu,Generalist,0.8777777777777778,0.1222222222222222,,"bodywear:underwear;generalist:jackets,footwear",0,,2025-11-07T17:14:00.036103,2025-11-07T17:14:00.315586,http,46,10
appelenei.nl,Generalist,1.0,0.0,,,0,,2025-11-07T17:14:00.641240,2025-11-07T17:14:02.925724,http,18,1
sioen.com,Generalist,1.0,0.0,,"generalist:home,furniture,bags",0,,2025-11-07T17:14:03.253489,2025-11-07T17:14:03.587302,http,133,10
home-body-fashion.de,Generalist,1.0,0.0,,generalist:home,0,,2025-11-07T17:14:03.926909,2025-11-07T17:14:04.281531,http,24,2
stoeckle-outlet.de,Generalist,1.0,0.0,,,0,,2025-11-07T17:14:04.605447,2025-11-07T17:14:05.440486,http,8,6
lager157.com,Generalist,0.91,0.0,0.1,vision_screenshot:0.10;text_extraction_failed,1,,2025-11-07T17:14:05.755236,2025-11-07T17:14:14.453743,playwright,0,0
minirodini.com,Generalist,1.0,0.0,,,0,,2025-11-07T17:14:14.897417,2025-11-07T17:14:15.998705,playwright,0,0
nellygroup.com,Generalist,0.91,0.0,0.1,vision_screenshot:0.10;text_extraction_failed,1,,2025-11-07T17:14:16.299048,2025-11-07T17:14:28.771183,playwright,0,0
wallux.com,Generalist,1.0,0.0,,,0,,2025-11-07T17:14:29.143134,2025-11-07T17:14:29.402478,http,5,0
modehaus-oberpaur.de,Generalist,1.0,0.0,,"generalist:home,kinder",0,,2025-11-07T17:14:29.707045,2025-11-07T17:14:31.222853,http,99,10
nurdie.de,Generalist,0.871875,0.15625,0.1,bodywear:unterwäsche;generalist:kinder;vision_screenshot:0.10,1,,2025-11-07T17:14:31.514637,2025-11-07T17:14:39.962810,http+vision,39,2
adidas-group.com,Generalist,1.0,0.0,,,0,,2025-11-07T17:14:40.297549,2025-11-07T17:14:41.163847,http,14,10
asosplc.com,Generalist,1.0,0.0,,,0,,2025-11-07T17:14:41.464311,2025-11-07T17:14:43.260622,http,141,10
asos.com,Generalist,0.9041666666666668,0.0958333333333333,,"bodywear:underwear,swimwear,loungewear;generalist:jeans,coats,jackets",0,,2025-11-07T17:14:43.571410,2025-11-07T17:15:45.363059,firecrawl,132,9
lounge.com,Pure Bodywear,0.855,0.0,0.95,vision_screenshot:0.95;text_extraction_failed,1,,2025-11-07T17:15:46.046080,2025-11-07T17:15:49.771326,playwright,0,0
hollandcooper.com,Generalist,1.0,0.0,,,0,,2025-11-07T17:15:50.109806,2025-11-07T17:15:51.697378,http,149,10
v2dlingerie.com,Bodywear Leaning,0.645,0.44,0.85,bodywear:lingerie;generalist:home;vision_screenshot:0.85,1,,2025-11-07T17:15:52.051896,2025-11-07T17:15:55.231573,http+vision,65,9
sun-valley.com,Generalist,0.96,0.04,,"bodywear:swimwear;generalist:coats,jackets,accessories",0,,2025-11-07T17:15:55.557842,2025-11-07T17:15:56.708829,http,98,0
dorcelstore.com,Bodywear Leaning,0.5,0.75,0.0,bodywear:string;vision_screenshot:0.00,1,,2025-11-07T17:15:57.022397,2025-11-07T17:16:01.056817,http+vision,56,9
achile.com,Pure Bodywear,0.8208333333333334,0.8208333333333334,,"bodywear:underwear,pajamas,pyjamas,boxers,boxer;generalist:home",0,,2025-11-07T17:16:01.535317,2025-11-07T17:16:02.407895,http,33,9
printemps.com,Generalist,1.0,0.0,,"generalist:accessoires,manteaux,vestes",0,,2025-11-07T17:16:02.733911,2025-11-07T17:16:03.423807,http,64,10
groupe-printemps.com,Generalist,1.0,0.0,,,0,,2025-11-07T17:16:03.804399,2025-11-07T17:16:04.086853,http,26,10
couches-fixies.fr,Generalist,1.0,0.0,,,0,,2025-11-07T17:16:04.387011,2025-11-07T17:16:05.643416,http,11,8
main-gauche.com,Generalist,1.0,0.0,,"bodywear:sous-vêtements;generalist:bags,accessoires,vestes",0,,2025-11-07T17:16:06.024726,2025-11-07T17:16:06.334414,http,48,9
fargeot.net,Generalist,1.0,0.0,,,0,,2025-11-07T17:16:06.662449,2025-11-07T17:16:07.130199,http,48,3
podowell.fr,Generalist,1.0,0.0,,"generalist:sneakers,chaussures,baskets",0,,2025-11-07T17:16:07.462526,2025-11-07T17:16:08.104159,http,66,6
chaussemouton.fr,Generalist,1.0,0.0,,,0,,2025-11-07T17:16:08.428362,2025-11-07T17:16:08.665790,http,63,10
hugotag.fr,Generalist,1.0,0.0,0.0,vision_screenshot:0.00;text_extraction_failed,1,,2025-11-07T17:16:08.953366,2025-11-07T17:16:12.820531,playwright,0,0
kekale.fi,Generalist,1.0,0.0,,,0,,2025-11-07T17:16:13.224956,2025-11-07T17:16:13.812302,http,48,10
dameskledingonline.nu,Generalist,1.0,0.0,0.0,vision_screenshot:0.00;text_extraction_failed,1,,2025-11-07T17:16:14.131139,2025-11-07T17:16:21.719812,playwright,0,0
fashionshopping.dk,Pure Bodywear,0.9803921568627452,0.9803921568627452,,bodywear:bh,0,,2025-11-07T17:16:22.086104,2025-11-07T17:16:23.385797,http,41,9
dim.fr,Pure Bodywear,0.765,0.0,0.85,vision_screenshot:0.85;text_extraction_failed,1,,2025-11-07T17:16:23.687914,2025-11-07T17:16:31.108280,playwright,0,0
weserpark.de,Generalist,1.0,0.0,,,0,,2025-11-07T17:16:31.458144,2025-11-07T17:16:31.844433,http,23,5
werkenbijnorah.eu,Generalist,1.0,0.0,,,0,,2025-11-07T17:16:32.168611,2025-11-07T17:16:34.245064,http,16,10
norah.eu,Generalist,1.0,0.0,,,0,,2025-11-07T17:16:34.549888,2025-11-07T17:16:34.870786,http,21,7
stottrop.com,Generalist,1.0,0.0,,,0,,2025-11-07T17:16:35.185245,2025-11-07T17:16:35.574234,http,16,1
modehaus-schulte.de,Generalist,1.0,0.0,,generalist:home,0,,2025-11-07T17:16:35.927141,2025-11-07T17:16:36.110479,http,6,9
michaelkors.de,Generalist,1.0,0.0,,"generalist:jackets,boots,accessoires",0,,2025-11-07T17:16:36.411262,2025-11-07T17:17:02.980038,firecrawl,150,6
zollner-textil.de,Generalist,1.0,0.0,,,0,,2025-11-07T17:17:03.520900,2025-11-07T17:17:06.316239,http,44,6
zollner24.de,Generalist,1.0,0.0,,generalist:home,0,,2025-11-07T17:17:06.637160,2025-11-07T17:17:06.983211,http,45,3
canterbury.com,Generalist,1.0,0.0,,"bodywear:swimwear;generalist:jackets,boots",0,,2025-11-07T17:17:07.308207,2025-11-07T17:17:28.430458,http,56,9
smarttextilealliance.com,Generalist,1.0,0.0,,,0,,2025-11-07T17:17:28.967058,2025-11-07T17:17:29.225430,http,10,10
jigsaw-online.com,Generalist,1.0,0.0,,"generalist:denim,coats,jackets",0,,2025-11-07T17:17:29.524449,2025-11-07T17:17:29.968351,http,115,2
prettylittlething.com,Generalist,1.0,0.0,,"bodywear:lingerie,nightwear,swimwear,loungewear;generalist:denim,jeans,coats",0,,2025-11-07T17:17:30.252083,2025-11-07T17:17:38.504999,http,113,10
teddy-smith.com,Generalist,1.0,0.0,,"bodywear:sous-vêtements,maillots;generalist:denim,jeans,accessoires",0,,2025-11-07T17:17:38.883779,2025-11-07T17:17:39.476263,http,150,9
districenter.fr,Generalist,1.0,0.0,,,0,,2025-11-07T17:17:39.848797,2025-11-07T17:17:40.520065,http,7,1
imprim-luxe.fr,Generalist,1.0,0.0,,,0,,2025-11-07T17:17:40.823045,2025-11-07T17:17:42.900159,http,37,0
chasin.com,Generalist,1.0,0.0,,"bodywear:boxershorts;generalist:jeans,jackets,accessories",0,,2025-11-07T17:17:43.226363,2025-11-07T17:17:44.252051,http,99,8
arkivet.com,Generalist,1.0,0.0,,,0,,2025-11-07T17:17:44.552931,2025-11-07T17:17:44.868450,http,7,9
fashionclub70.be,Generalist,0.91,0.0,0.1,vision_screenshot:0.10;text_extraction_failed,1,,2025-11-07T17:17:45.493035,2025-11-07T17:17:55.360884,playwright,0,0
l-shop-team.de,Generalist,1.0,0.0,,"bodywear:underwear;generalist:denim,jackets,shoes",0,,2025-11-07T17:17:55.814408,2025-11-07T17:18:19.627834,firecrawl,150,10
l-shop-team.eu,Generalist,0.955,0.0,0.05,vision_screenshot:0.05;text_extraction_failed,1,,2025-11-07T17:18:20.249377,2025-11-07T17:18:53.450476,playwright,0,0
fromfuture.com,Generalist,1.0,0.0,,"generalist:accessoires,manteaux,vestes",0,,2025-11-07T17:18:54.035467,2025-11-07T17:18:54.408571,http,44,9
kso-textil.de,Generalist,0.91,0.0,0.1,vision_screenshot:0.10;text_extraction_failed,1,,2025-11-07T17:18:54.785429,2025-11-07T17:19:03.473337,playwright,0,0
loavies.com,Generalist,1.0,0.0,,"generalist:jeans,jassen,schoenen",0,,2025-11-07T17:19:03.840486,2025-11-07T17:19:04.076312,http,23,10
ateliergs.de,Generalist,1.0,0.0,,,0,,2025-11-07T17:19:04.367369,2025-11-07T17:19:04.825976,http,16,0
goldner-fashion.com,Generalist,1.0,0.0,,,0,,2025-11-07T17:19:05.110474,2025-11-07T17:19:05.505803,http,16,0
sabrina-schuhe.de,Generalist,1.0,0.0,,generalist:home,0,,2025-11-07T17:19:05.787541,2025-11-07T17:19:08.659186,http,10,10
emp.de,Generalist,1.0,0.0,,generalist:kinder,0,,2025-11-07T17:19:09.006095,2025-11-07T17:19:09.454254,http,54,10
knossi-shop.de,Generalist,1.0,0.0,,generalist:accessoires,0,,2025-11-07T17:19:09.756217,2025-11-07T17:19:10.484443,http,64,9
monsoon.co.uk,Generalist,1.0,0.0,,"bodywear:swimwear;generalist:denim,jeans,coats",0,,2025-11-07T17:19:10.809283,2025-11-07T17:19:11.328276,http,99,0
monsoonlondon.com,Generalist,1.0,0.0,,"bodywear:swimwear;generalist:denim,jeans,coats",0,,2025-11-07T17:19:11.658087,2025-11-07T17:19:12.349741,http,99,0
kappa.fr,Generalist,1.0,0.0,,"bodywear:maillots;generalist:sneakers,boots,accessoires",0,,2025-11-07T17:19:12.727760,2025-11-07T17:19:13.507521,http,149,8
letempsdescerises.com,Generalist,1.0,0.0,,"generalist:jeans,accessoires,manteaux",0,,2025-11-07T17:19:13.833404,2025-11-07T17:19:14.213506,http,93,1
carven.com,Generalist,1.0,0.0,,"generalist:coats,jackets,shoes",0,,2025-11-07T17:19:14.526161,2025-11-07T17:19:15.047202,http,44,1
pimkie.fr,Generalist,1.0,0.0,,"bodywear:loungewear;generalist:boots,accessoires,chaussures",0,,2025-11-07T17:19:15.392746,2025-11-07T17:19:15.722108,http,53,1
vikingfootwear.com,Generalist,1.0,0.0,,"generalist:footwear,boots,kids",0,,2025-11-07T17:19:16.029309,2025-11-07T17:19:16.471180,http,11,9
tiffany.dk,Generalist,1.0,0.0,,"generalist:denim,jeans",0,,2025-11-07T17:19:16.768462,2025-11-07T17:19:17.117152,http,64,6
