domain,label,confidence,text_score,vision_score,reasons,image_count,error,started_at,finished_at,stage_used,nav_count,heading_count
lingerielechat.com,Pure Bodywear,0.8862068965517241,0.8862068965517241,,"bodywear:nightwear,pyjamas,loungewear,pyjama;generalist:jackets",0,,2025-11-07T13:15:45.043399,2025-11-07T13:15:46.262683,http,94,9
nisseparis.com,Pure Bodywear,0.8500000000000001,0.8,0.9,bodywear:bra;vision_screenshot:0.90,1,,2025-11-07T13:15:46.598142,2025-11-07T13:15:50.922619,http+vision,40,6
loheshop.com,Bodywear Leaning,0.675,0.7000000000000001,0.65,"bodywear:pyjamas,swimwear;generalist:children,accessories;vision_screenshot:0.65",1,,2025-11-07T13:15:51.255313,2025-11-07T13:16:00.609904,http+vision,82,10
lordsxlilies.com,Generalist,1.0,0.0,,generalist:home,0,,2025-11-07T13:16:01.008565,2025-11-07T13:16:02.109983,http,26,3
luviparis.com,Error,0.0,,,,0,Firecrawl API error: 408,2025-11-07T13:16:02.396519,2025-11-07T13:20:22.263606,,0,0
madeks.be,Generalist,0.89,0.11,,bodywear:nightwear;generalist:home,0,,2025-11-07T13:20:22.998286,2025-11-07T13:20:23.690123,http,17,1
madiva.it,Pure Bodywear,0.9,0.9,,"bodywear:nightwear,intimo",0,,2025-11-07T13:20:24.015996,2025-11-07T13:20:25.214098,http,98,9
magicbodyfashion.com,Pure Bodywear,0.9243243243243244,0.9243243243243244,,"bodywear:bra,panties,shapewear;generalist:outerwear,beauty",0,,2025-11-07T13:20:25.499923,2025-11-07T13:20:26.634942,http,94,10
mariejo.com,Pure Bodywear,0.765,0.0,0.85,vision_screenshot:0.85;text_extraction_failed,1,,2025-11-07T13:20:26.978334,2025-11-07T13:20:32.369051,playwright,0,0
massana.es,Bodywear Leaning,0.5,0.44375,0.3,"bodywear:underwear,boxers,slips;generalist:home,casa;vision_screenshot:0.30",1,,2025-11-07T13:20:32.707992,2025-11-07T13:20:39.219247,http+vision,54,3
modibodi.co.uk,Pure Bodywear,0.9629629629629628,0.9629629629629628,,"bodywear:lingerie,underwear,bras,briefs,sleepwear",0,,2025-11-07T13:20:39.654500,2025-11-07T13:20:41.583519,http,94,10
moretta.biz,Pure Bodywear,0.9696969696969696,0.9696969696969696,,"bodywear:slip,boxer",0,,2025-11-07T13:20:41.971867,2025-11-07T13:20:45.389412,http,84,0
shop-mysummerfan.com,Generalist,1.0,0.0,,,0,,2025-11-07T13:20:45.884556,2025-11-07T13:20:46.867887,http,70,9
nineo.fr,Generalist,1.0,0.0,,,0,,2025-11-07T13:20:47.191889,2025-11-07T13:20:48.055835,http,12,9
odetteancel.net,Bodywear Leaning,0.5,0.6576923076923077,0.0,bodywear:bikini;generalist:home;vision_screenshot:0.00,1,,2025-11-07T13:20:48.408085,2025-11-07T13:20:51.844494,http+vision,98,9
oscalito.it,Bodywear Leaning,0.5850000000000001,0.0,0.65,vision_screenshot:0.65;text_extraction_failed,1,,2025-11-07T13:20:52.260131,2025-11-07T13:20:58.133324,playwright,0,0
paladinilingerie.com,Generalist,1.0,0.0,0.0,vision_screenshot:0.00;text_extraction_failed,1,,2025-11-07T13:20:58.485317,2025-11-07T13:21:27.666087,playwright,0,0
piege-lingerie.com,Pure Bodywear,0.98989898989899,0.98989898989899,,"bodywear:shapewear,slip,boxer,string,tanga",0,,2025-11-07T13:21:28.128041,2025-11-07T13:21:31.776822,http,108,10
pierremantoux.com,Pure Bodywear,0.9104166666666668,0.9104166666666668,,"bodywear:hosiery,bikini,bodywear;generalist:home",0,,2025-11-07T13:21:32.027134,2025-11-07T13:21:34.164331,http,97,9
pluto.be,Generalist,1.0,0.0,,,0,,2025-11-07T13:21:34.427118,2025-11-07T13:21:35.254047,http,12,0
puntoblanco.com,Generalist,1.0,0.0,0.0,vision_screenshot:0.00;text_extraction_failed,1,,2025-11-07T13:21:35.528547,2025-11-07T13:21:38.281563,playwright,0,0
byrroselingerie.com,Pure Bodywear,0.967741935483871,0.967741935483871,,bodywear:lingerie,0,,2025-11-07T13:21:38.564345,2025-11-07T13:21:39.547785,http,37,9
rue-des-lilas.fr,Generalist,1.0,0.0,,,0,,2025-11-07T13:21:39.823741,2025-11-07T13:21:41.010502,http,63,10
sabrinanadal.fr,Generalist,1.0,0.0,,"generalist:home,furniture",0,,2025-11-07T13:21:41.275521,2025-11-07T13:21:41.652971,http,18,2
sardaworld.com,Pure Bodywear,0.855,0.0,0.95,vision_screenshot:0.95;text_extraction_failed,1,,2025-11-07T13:21:41.933171,2025-11-07T13:21:45.644905,playwright,0,0
sassa.eu,Pure Bodywear,0.8571428571428571,0.8571428571428571,,"bodywear:panties,loungewear,slips,unterwäsche,bademode",0,,2025-11-07T13:21:45.938335,2025-11-07T13:21:46.471417,http,61,10
scarlettgasque.com,Bodywear Leaning,0.5850000000000001,0.0,0.65,vision_screenshot:0.65;text_extraction_failed,1,,2025-11-07T13:21:46.734571,2025-11-07T13:21:59.985707,playwright,0,0
seanay.fr,Bodywear Leaning,0.6583333333333333,0.6666666666666666,0.65,bodywear:swimwear;vision_screenshot:0.65,1,,2025-11-07T13:22:00.340500,2025-11-07T13:22:08.187729,http+vision,30,5
shortstories.de,Bodywear Leaning,0.5166666666666666,0.7333333333333333,0.3,"bodywear:loungewear,slips,unterwäsche,nachtwäsche,bademode;generalist:home;vision_screenshot:0.30",1,,2025-11-07T13:22:08.520125,2025-11-07T13:22:13.535752,http+vision,43,6
silkrparis.com,Generalist,1.0,0.0,,bodywear:nuit;generalist:accessoires,0,,2025-11-07T13:22:13.834777,2025-11-07T13:22:15.773337,http,82,9
fr.simone-perele.com,Pure Bodywear,0.8,0.8,,"bodywear:lingerie,shapewear,loungewear,nuit;generalist:accessoires",0,,2025-11-07T13:22:16.082774,2025-11-07T13:22:17.977325,http,146,10
softrevolt.com,Pure Bodywear,0.9782608695652174,0.9782608695652174,,"bodywear:bh,slip,slips,string",0,,2025-11-07T13:22:18.244965,2025-11-07T13:22:19.504112,http,76,9
susa-shop.de,Pure Bodywear,0.9150537634408602,0.9150537634408602,,"bodywear:panties,shapewear,bh,slips;generalist:accessoires",0,,2025-11-07T13:22:19.772805,2025-11-07T13:22:20.502277,http,108,3
swedishstockings.com,Pure Bodywear,0.8571428571428571,0.8571428571428571,,bodywear:shapewear,0,,2025-11-07T13:22:20.779265,2025-11-07T13:22:21.466982,http,54,10
talc-paris.fr,Bodywear Leaning,0.5,0.5285714285714286,0.0,bodywear:pyjamas;generalist:maison;vision_screenshot:0.00,1,,2025-11-07T13:22:21.739909,2025-11-07T13:22:26.095372,http+vision,98,10
teenflo.co,Generalist,1.0,0.0,,,0,,2025-11-07T13:22:26.405461,2025-11-07T13:22:28.285830,http,72,10
en.calzetrasparenze.com,Generalist,1.0,0.0,,"generalist:kids,accessories",0,,2025-11-07T13:22:28.594633,2025-11-07T13:22:29.174285,http,58,10
fr.uchino.co.jp,Generalist,0.85,0.2,0.1,"bodywear:pyjamas;generalist:enfants,bébé;vision_screenshot:0.10",1,,2025-11-07T13:22:29.487486,2025-11-07T13:22:35.820969,http+vision,70,6
vainver.com,Generalist,1.0,0.0,,generalist:home,0,,2025-11-07T13:22:36.131908,2025-11-07T13:22:37.165010,http,5,9
valege.com,Pure Bodywear,0.8487179487179487,0.7974358974358974,0.9,"bodywear:lingerie,loungewear,pyjama,soutien-gorge,maillots;generalist:accessoires;vision_screenshot:0.90",1,,2025-11-07T13:22:37.451390,2025-11-07T13:22:43.612317,http+vision,94,9
verdiani.it,Pure Bodywear,0.9411764705882352,0.9411764705882352,,"bodywear:nightwear,loungewear",0,,2025-11-07T13:22:43.912734,2025-11-07T13:22:47.992494,http,73,10
voluptina.com,Generalist,1.0,0.0,,,0,,2025-11-07T13:22:48.282033,2025-11-07T13:22:50.300112,http,20,7
volver1979.com,Generalist,1.0,0.0,,generalist:jewelry,0,,2025-11-07T13:22:50.576400,2025-11-07T13:22:51.409860,http,34,0
wacoallingerie.com,Pure Bodywear,0.9950248756218906,0.9950248756218906,,"bodywear:lingerie,bras,briefs,nightwear,shapewear",0,,2025-11-07T13:22:51.699160,2025-11-07T13:22:54.142937,http,146,10
yellamaris.de,Bodywear Leaning,0.5,0.5285714285714286,0.0,bodywear:pyjama;generalist:home;vision_screenshot:0.00,1,,2025-11-07T13:22:54.436726,2025-11-07T13:22:58.102087,http+vision,8,10
zimmerli.com,Generalist,1.0,0.0,,,0,,2025-11-07T13:22:58.578609,2025-11-07T13:23:00.461350,http,21,10
4threckless.com,Bodywear Leaning,0.5,0.34,0.45,bodywear:bra;generalist:home;vision_screenshot:0.45,1,,2025-11-07T13:23:00.833667,2025-11-07T13:23:05.422522,http+vision,50,10
apartoftheart.com,Pure Bodywear,0.8333333333333334,0.8333333333333334,,bodywear:loungewear,0,,2025-11-07T13:23:05.809644,2025-11-07T13:23:06.149785,http,68,10
abecita.se,Pure Bodywear,0.9714285714285714,0.9714285714285714,,"bodywear:underwear,bra,bras,panties,swimwear",0,,2025-11-07T13:23:06.499448,2025-11-07T13:23:07.341348,http,98,10
after-eden.com,Generalist,1.0,0.0,0.0,vision_screenshot:0.00;text_extraction_failed,1,,2025-11-07T13:23:07.719735,2025-11-07T13:23:12.948570,playwright,0,0
annsummers.com,Generalist,1.0,0.0,,,0,,2025-11-07T13:23:13.281657,2025-11-07T13:23:28.163175,playwright,0,0
antigel.fr,Generalist,1.0,0.0,,,0,,2025-11-07T13:23:28.581483,2025-11-07T13:23:58.522230,http,79,4
athena.fr,Generalist,1.0,0.0,,,0,,2025-11-07T13:23:58.979010,2025-11-07T13:24:29.970816,playwright,0,0
avet.se,Error,0.0,,,,0,Firecrawl API error: 500,2025-11-07T13:24:30.392815,2025-11-07T13:26:35.297868,,0,0
byebra.com,Pure Bodywear,0.9443661971830986,0.9443661971830986,,"bodywear:underwear,bras,shapewear;generalist:accessories",0,,2025-11-07T13:26:35.856309,2025-11-07T13:26:38.295147,http,147,10
ccdk.dk,Generalist,1.0,0.0,0.0,vision_screenshot:0.00;text_extraction_failed,1,,2025-11-07T13:26:38.592879,2025-11-07T13:26:46.934397,playwright,0,0
copenhagencartel.com,Bodywear Leaning,0.495,0.0,0.55,vision_screenshot:0.55;text_extraction_failed,1,,2025-11-07T13:26:47.276628,2025-11-07T13:27:01.800665,playwright,0,0
costercopenhagen.com,Generalist,1.0,0.0,,"generalist:coats,jackets,accessories",0,,2025-11-07T13:27:02.322492,2025-11-07T13:27:06.380367,http,53,10
cuissoh.com,Bodywear Leaning,0.5,0.5,0.0,bodywear:shorty;vision_screenshot:0.00,1,,2025-11-07T13:27:06.657469,2025-11-07T13:27:11.610670,http+vision,18,8
damella.se,Bodywear Leaning,0.6,0.75,0.45,bodywear:bikini;vision_screenshot:0.45,1,,2025-11-07T13:27:11.927563,2025-11-07T13:27:17.329737,http+vision,29,10
decoy.dk,Generalist,1.0,0.0,,,0,,2025-11-07T13:27:18.095036,2025-11-07T13:27:19.399687,http,7,1
elbrina.dk,Error,0.0,,,,0,Firecrawl API error: 500,2025-11-07T13:27:19.702545,2025-11-07T13:27:38.960626,,0,0
elomilingerie.com,Pure Bodywear,0.9948453608247424,0.9948453608247424,,"bodywear:lingerie,bras,briefs,swimwear,swim",0,,2025-11-07T13:27:39.524149,2025-11-07T13:27:42.416807,http,146,10
eminence.fr,Pure Bodywear,0.9642857142857144,0.9642857142857144,,"bodywear:pyjamas,boxers,slips,sous-vêtements",0,,2025-11-07T13:27:42.941957,2025-11-07T13:27:50.816143,http,50,8
armani.com,Generalist,1.0,0.0,,,0,,2025-11-07T13:27:51.177816,2025-11-07T13:27:56.229393,playwright,0,0
femilet.com,Generalist,1.0,0.0,0.0,vision_screenshot:0.00;text_extraction_failed,1,,2025-11-07T13:27:56.528700,2025-11-07T13:28:09.652574,playwright,0,0
gestuz.com,Generalist,1.0,0.0,,"bodywear:badmode;generalist:denim,jeans,accessories",0,,2025-11-07T13:28:10.017900,2025-11-07T13:28:10.980943,http,55,3
girlfriend.com,Bodywear Leaning,0.5,0.7033333333333333,0.0,"bodywear:bra,bras,intimates;generalist:jackets;vision_screenshot:0.00",1,,2025-11-07T13:28:11.289520,2025-11-07T13:28:19.123407,http+vision,95,7
hom.com,Pure Bodywear,0.9803921568627452,0.9803921568627452,,"bodywear:pyjamas,loungewear,boxers,slips,sous-vêtements",0,,2025-11-07T13:28:19.490879,2025-11-07T13:28:27.398859,http,91,10
hunkemoller.com,Pure Bodywear,0.8808510638297872,0.8808510638297872,,"bodywear:lingerie,bra,bras,nightwear,bodywear;generalist:home,accessories",0,,2025-11-07T13:28:27.869520,2025-11-07T13:28:29.369677,http,85,3
hypethedetail.com,Generalist,1.0,0.0,,,0,,2025-11-07T13:28:29.766757,2025-11-07T13:28:30.824485,http,7,1
impetus.es,Error,0.0,,,,0,Firecrawl API error: 500,2025-11-07T13:28:31.136920,2025-11-07T13:28:54.184878,,0,0
jbs.dk,Generalist,0.955,0.0,0.05,vision_screenshot:0.05;text_extraction_failed,1,,2025-11-07T13:28:54.613730,2025-11-07T13:29:04.483443,playwright,0,0
janira.com,Bodywear Leaning,0.5,0.7817307692307692,0.0,"bodywear:bra,boxers,slips,boxer,tanga;generalist:baby;vision_screenshot:0.00",1,,2025-11-07T13:29:04.929067,2025-11-07T13:29:08.748390,http+vision,146,2
ladyavenue.com,Generalist,1.0,0.0,,"generalist:kids,baby,home",0,,2025-11-07T13:29:09.077283,2025-11-07T13:29:10.905061,http,149,10
ralphlauren.com,Generalist,1.0,0.0,,,0,,2025-11-07T13:29:11.189836,2025-11-07T13:29:13.601816,playwright,0,0
lechat.fr,Generalist,0.955,0.0,0.05,vision_screenshot:0.05;text_extraction_failed,1,,2025-11-07T13:29:13.876516,2025-11-07T13:29:21.933024,playwright,0,0
lindex.com,Generalist,0.91,0.0,0.1,vision_screenshot:0.10;text_extraction_failed,1,,2025-11-07T13:29:22.275845,2025-11-07T13:29:33.496884,playwright,0,0
lingadore.com,Pure Bodywear,0.9328125,0.9328125,,"bodywear:bra,bras,briefs,swimwear,slips;generalist:accessories",0,,2025-11-07T13:29:33.923884,2025-11-07T13:29:35.730785,http,41,9
magic bodyfashion.com,Error,0.0,,,,0,Firecrawl API error: 400,2025-11-07T13:29:36.070056,2025-11-07T13:29:46.395515,,0,0
mariejounderwear.com,Error,0.0,,,,0,Firecrawl API error: 500,2025-11-07T13:29:46.897270,2025-11-07T13:30:11.909827,,0,0
marjolaine.fr,Pure Bodywear,0.9230769230769232,0.9230769230769232,,"bodywear:lingerie,pyjamas,maillots,nuit",0,,2025-11-07T13:30:12.384081,2025-11-07T13:30:13.394563,http,40,1
massana.com,Generalist,1.0,0.0,,,0,,2025-11-07T13:30:13.668561,2025-11-07T13:30:14.932555,http,18,3
missya.com,Generalist,1.0,0.0,0.0,vision_screenshot:0.00;text_extraction_failed,1,,2025-11-07T13:30:15.241832,2025-11-07T13:30:31.131195,playwright,0,0
moretta.es,Generalist,1.0,0.0,0.0,vision_screenshot:0.00;text_extraction_failed,1,,2025-11-07T13:30:31.502864,2025-11-07T13:30:40.202397,playwright,0,0
neo-noir.com,Generalist,1.0,0.0,0.0,vision_screenshot:0.00;text_extraction_failed,1,,2025-11-07T13:30:40.532527,2025-11-07T13:30:48.012154,playwright,0,0
next.co.uk,Generalist,1.0,0.0,,"bodywear:pyjamas;generalist:footwear,baby,home",0,,2025-11-07T13:30:48.344629,2025-11-07T13:30:49.040436,http,22,10
norvig.dk,Error,0.0,,,,0,Firecrawl API error: 408,2025-11-07T13:30:49.290928,2025-11-07T13:31:31.286213,,0,0
obsessive.com.pl,Bodywear Leaning,0.6666666666666666,0.6666666666666666,,bodywear:panties,0,,2025-11-07T13:31:31.759828,2025-11-07T13:31:37.693856,http,93,10
oroblu.com,Pure Bodywear,0.9333333333333332,0.9333333333333332,,"bodywear:slip,intimo,reggiseno",0,,2025-11-07T13:31:37.979938,2025-11-07T13:31:41.264257,http,91,10
passionata.com,Pure Bodywear,0.875,0.875,,"bodywear:lingerie,loungewear",0,,2025-11-07T13:31:41.565491,2025-11-07T13:31:42.382955,http,6,4
plaisirlingerie.nl,Error,0.0,,,,0,Firecrawl API error: 408,2025-11-07T13:31:42.658688,2025-11-07T13:32:24.117255,,0,0
rosemunde.com,Bodywear Leaning,0.5,0.25,0.3,"bodywear:underwear,nightwear,swimwear;generalist:coats,jackets,shoes;vision_screenshot:0.30",1,,2025-11-07T13:32:24.620337,2025-11-07T13:32:35.189352,http+vision,44,2
sans-complexe.com,Error,0.0,,,,0,Firecrawl API error: 500,2025-11-07T14:01:35.402708,2025-11-07T14:01:58.852723,,0,0
sarda.es,Generalist,1.0,0.0,,,0,,2025-11-07T14:01:59.337113,2025-11-07T14:02:00.173368,playwright,0,0
simoneperele.com,Pure Bodywear,0.9782608695652174,0.9782608695652174,,"bodywear:lingerie,bras,briefs,panties,shapewear",0,,2025-11-07T14:02:00.517071,2025-11-07T14:02:04.110195,http,148,8
spanx.com,Bodywear Leaning,0.5850000000000001,0.0,0.65,vision_screenshot:0.65;text_extraction_failed,1,,2025-11-07T14:02:04.429019,2025-11-07T14:02:09.181180,playwright,0,0
swegmark.se,Pure Bodywear,0.9696969696969696,0.9696969696969696,,bodywear:bh,0,,2025-11-07T14:02:09.580004,2025-11-07T14:02:10.345435,http,94,10
triumph.com,Pure Bodywear,0.9385714285714284,0.9385714285714284,,"bodywear:lingerie,bh,slips;generalist:accessories",0,,2025-11-07T14:02:10.663238,2025-11-07T14:02:11.603890,http,46,10
trofe.se,Bodywear Leaning,0.6583333333333333,0.6666666666666666,0.65,"bodywear:pyjamas,loungewear;vision_screenshot:0.65",1,,2025-11-07T14:02:11.915008,2025-11-07T14:02:15.339485,http+vision,21,8
understatement-underwear.com,Error,0.0,,,,0,Firecrawl API error: 408,2025-11-07T14:02:15.665450,2025-11-07T14:02:55.901154,,0,0
urbanquest.com,Generalist,1.0,0.0,0.0,vision_screenshot:0.00;text_extraction_failed,1,,2025-11-07T14:02:56.398487,2025-11-07T14:03:04.815225,playwright,0,0
wacoal-america.com,Pure Bodywear,0.855,0.0,0.95,vision_screenshot:0.95;text_extraction_failed,1,,2025-11-07T14:03:05.145308,2025-11-07T14:03:11.603475,playwright,0,0
wikiunderwear.se,Error,0.0,,,,0,Firecrawl API error: 408,2025-11-07T14:03:11.979087,2025-11-07T14:03:55.278307,,0,0
abfashionagency.be,Generalist,1.0,0.0,,,0,,2025-11-07T14:03:55.768957,2025-11-07T14:03:57.062002,http,25,0
arw.be,Generalist,1.0,0.0,0.0,vision_screenshot:0.00;text_extraction_failed,1,,2025-11-07T14:03:57.374263,2025-11-07T14:03:59.856758,playwright,0,0
agenturlara.be,Error,0.0,,,,0,Firecrawl timeout,2025-11-07T14:04:00.213993,2025-11-07T14:08:50.223009,,0,0
mcalson.com,Pure Bodywear,0.9127450980392156,0.9127450980392156,,"bodywear:briefs,pyjamas,swimwear,swim,boxers;generalist:kids",0,,2025-11-07T14:08:51.129539,2025-11-07T14:08:51.943067,http,61,5
arthur.fr,Pure Bodywear,0.9713333333333334,0.9713333333333334,,"bodywear:pyjamas,boxers,slips,pyjama,sous-vêtements;generalist:maison",0,,2025-11-07T14:08:52.679258,2025-11-07T14:08:53.293746,http,150,7
b-leaf.be,Bodywear Leaning,0.54,0.0,0.6,vision_screenshot:0.60;text_extraction_failed,1,,2025-11-07T14:08:53.602427,2025-11-07T14:09:05.814101,playwright,0,0
barts.com,Generalist,1.0,0.0,,"generalist:jackets,accessories,bags",0,,2025-11-07T14:09:06.168595,2025-11-07T14:09:07.643578,http,99,9
bpfashionables.com,Error,0.0,,,,0,Firecrawl API error: 408,2025-11-07T14:09:07.969612,2025-11-07T14:09:51.347777,,0,0
bamboob asics.com,Error,0.0,,,,0,Firecrawl API error: 503,2025-11-07T14:09:51.921335,2025-11-07T14:10:04.340363,,0,0
begeuren.com,Generalist,1.0,0.0,,generalist:home,0,,2025-11-07T14:10:04.751134,2025-11-07T14:10:05.415132,http,34,10
bluebellagency.nl,Error,0.0,,,,0,Firecrawl API error: 408,2025-11-07T14:10:05.743712,2025-11-07T14:10:47.123940,,0,0
bodyandbeach.nl,Pure Bodywear,0.765,0.0,0.85,vision_screenshot:0.85;text_extraction_failed,1,,2025-11-07T14:10:47.759266,2025-11-07T14:10:55.324299,playwright,0,0
buttertime.be,Error,0.0,,,,0,Firecrawl API error: 500,2025-11-07T14:10:55.757315,2025-11-07T14:11:19.628620,,0,0
csfashionagent.be,Error,0.0,,,,0,Firecrawl API error: 408,2025-11-07T14:11:20.062115,2025-11-07T14:12:04.112931,,0,0
zeybraitaly.com,Error,0.0,,,,0,Firecrawl API error: 500,2025-11-07T14:12:04.630397,2025-11-07T14:12:27.460566,,0,0
pinkladel.gr,Error,0.0,,,,0,Firecrawl API error: 500,2025-11-07T14:12:27.977466,2025-11-07T14:12:51.457870,,0,0
nuriaferrer.es,Error,0.0,,,,0,Firecrawl API error: 500,2025-11-07T14:12:52.009908,2025-11-07T14:13:15.264525,,0,0
mitjans.com,Generalist,1.0,0.0,0.0,vision_screenshot:0.00;text_extraction_failed,1,,2025-11-07T14:13:15.872466,2025-11-07T14:13:23.815451,playwright,0,0
dadi.be,Generalist,1.0,0.0,0.0,vision_screenshot:0.00;text_extraction_failed,1,,2025-11-07T14:13:24.248057,2025-11-07T14:13:27.470011,playwright,0,0
annadiva.com,Generalist,0.865,0.0,0.15,vision_screenshot:0.15;text_extraction_failed,1,,2025-11-07T14:13:27.810841,2025-11-07T14:13:42.872943,playwright,0,0
ekfashion.nl,Generalist,0.91,0.0,0.1,vision_screenshot:0.10;text_extraction_failed,1,,2025-11-07T14:13:43.260452,2025-11-07T14:13:50.671718,playwright,0,0
eva-bitzer.com,Error,0.0,,,,0,Firecrawl API error: 408,2025-11-07T14:13:51.286950,2025-11-07T14:14:31.633744,,0,0
essenzahome.com,Generalist,1.0,0.0,,"generalist:accessories,bags",0,,2025-11-07T14:14:32.166983,2025-11-07T14:14:32.630469,http,101,10
fashioncheque.com,Generalist,1.0,0.0,,generalist:beauty,0,,2025-11-07T14:14:32.951613,2025-11-07T14:14:33.232134,http,22,6
fedelin.be,Error,0.0,,,,0,Firecrawl API error: 500,2025-11-07T14:14:33.561123,2025-11-07T14:14:56.260168,,0,0
felina.com,Pure Bodywear,0.9772727272727272,0.9772727272727272,,"bodywear:lingerie,bra,bras,panties,sleepwear",0,,2025-11-07T14:14:56.728181,2025-11-07T14:14:57.376430,http,141,10
megami.eu,Generalist,1.0,0.0,,,0,,2025-11-07T14:14:57.704502,2025-11-07T14:14:58.126973,http,14,10
gedes.be,Bodywear Leaning,0.675,0.0,0.75,vision_screenshot:0.75;text_extraction_failed,1,,2025-11-07T14:14:58.503908,2025-11-07T14:15:06.529626,playwright,0,0
gertstaal.nl,Generalist,1.0,0.0,0.0,vision_screenshot:0.00;text_extraction_failed,1,,2025-11-07T14:15:06.852916,2025-11-07T14:15:59.681950,playwright,0,0
sundayinbed.com,Generalist,1.0,0.0,,generalist:home,0,,2025-11-07T14:16:00.223591,2025-11-07T14:16:01.516854,http,38,1
hermans-studio.be,Error,0.0,,,,0,Firecrawl API error: 408,2025-11-07T14:16:01.821536,2025-11-07T14:16:43.227373,,0,0
juicycouture.com,Generalist,1.0,0.0,,"generalist:home,jewelry",0,,2025-11-07T14:16:43.748914,2025-11-07T14:16:44.056643,http,116,10
nanso.com,Generalist,0.91,0.0,0.1,vision_screenshot:0.10;text_extraction_failed,1,,2025-11-07T14:16:44.348615,2025-11-07T14:16:49.564161,playwright,0,0
