Brand Name,Website,Country,source
05-studio,the05studio.com,United Kingdom,FU
1979 SWIMWEAR,1-9-7-9.com,Germany,FU
209 MARE,209mare.com,France,FU
24colours,24colours.de,Germany,FU
A Piece of Chic,a-piece-of-chic.com,France,FU
ASCENO,asceno.com,United Kingdom,FU
AYA LABEL,ayalabel.com,Netherlands,FU
Aelia Anna,aeliaanna.com,Greece,FU
Agent Provocateur,agentprovocateur.com,United Kingdom,FU
Agnes B France,agnesb.fr,France,FU
Alberta Ferretti,albertaferretti.com,Italy,FU
Alcott,alcott.eu,Italy,FU
Alexander McQueen,alexandermcqueen.com,United Kingdom,FU
Alto Milano,altomilano.it,Italy,FU
Ame Balance,amebalance.com,Netherlands,FU
Antony Morato,morato.it,Italy,FU
Armani Exchange,armaniexchange.com,Italy,FU
Arthur,boutique-arthur.com,France,FU
Aubade Paris,aubadepro.com,France,FU
BLAKE SEVEN,blake-seven.com,Netherlands,FU
Badawii Beachwear,badawiibeachwear.com,Spain,FU
Balibaris,balibaris.com,France,FU
Bamboo Basics,bamboobasics.com,Netherlands,FU
Banana Moon,bananamoon.com,Belgium,FU
Becksöndergaard,becksondergaard.com,Denmark,FU
Beeren Bodywear,beerenondergoed.nl,Netherlands,FU
Befeni,befeni.com,Germany,FU
Beliza,beliza.fr,France,FU
Bellerose,bellerose.com,Belgium,FU
Bellfield Clothing,bellfieldclothing.com,United Kingdom,FU
Ben Sherman,bensherman.com,United Kingdom,FU
Benibeca,benibeca.com,Spain,FU
Bernard Homme,bernardhomme.com,Netherlands,FU
Billet Doux Lingerie,billetdoux.com,France,FU
Björn Borg,bjornborg.com,Sweden,FU
Blancheporte,blancheporte.fr,France,FU
BlueBella,bluebella.com,United Kingdom,FU
Boob,boobdesign.com,Sweden,FU
Bora-bora,bora-bora.es,Spain,FU
Bruce Field,brucefield.com,France,FU
Brunotti,brunotti.com,Netherlands,FU
Burton of London,burton.fr,France,FU
CARANDO,carando.es,Spain,FU
CMP,cmpsport.com,Italy,FU
CYCLEUR de LUXE,cycleurdeluxe.com,Belgium,FU
CYELL,cyell.com,Netherlands,FU
Cache Coeur,cachecoeurlingerie.com,France,FU
Calvin Klein,calvinklein.com,Netherlands,FU
Carriwell,carriwell.com,Denmark,FU
Casual Friday,casual-friday.eu,Denmark,FU
Catimini,catimini.com,France,FU
Champion,championstore.com,Italy,FU
Chantelle,chantelle.com,France,FU
Charles Tyrwhitt,ctshirts.com,United Kingdom,FU
Chelsea Peers,chelseapeersnyc.com,United Kingdom,FU
Chiemsee,chiemsee.com,Germany,FU
Clean Cut Copenhagen,cleancutcopenhagen.com,Denmark,FU
Club L London,clubllondon.com,United Kingdom,FU
Colourful Rebel,colourfulrebel.com,Netherlands,FU
Comazo,comazo.de,Germany,FU
Crew Clothing Company,crewclothing.co.uk,UK,FU
Cruyff,cruyff.com,Netherlands,FU
Curvy Kate,curvykate.com,United Kingdom,FU
Cybèle,cybele-lingerie.de,Germany,FU
D O R I N A,dorina.com,Germany,FU
DYNAFIT,dynafit.com,Italy,FU
Damart,damart.fr,France,FU
Danefæ,danefae.dk,Denmark,FU
Daquïni,daquini.com,Germany,FU
Darjeeling,darjeeling.fr,France,FU
David Gandy Wellwear,davidgandywellwear.com,United Kingdom,FU
Dedicated,dedicatedbrand.com,Sweden,FU
Deeluxe,deeluxe.fr,France,FU
Devoted By Zizzi,zizzi.dk,Denmark,FU
Dolce & Gabbana,dolcegabbana.com,Italy,FU
Don John,danjohn.com,Italy,FU
Dora Larsen,doralarsen.com,United Kingdom,FU
Dorothy Perkins,dorothyperkins.com,United Kingdom,FU
Dstrezzed,dstrezzed.com,The Netherlands,FU
Du Pareil au même,en.dpam.com,France,FU
Dunderdon,dunderdon.com,Sweden,FU
ELFS,elfs.hr,Croatia,FU
ETERNA,eterna.de,Germany,FU
Eat Dust,eatdustclothing.com,Belgium,FU
Eden Park,eden-park.com,France,FU
Eivy,eivyclothing.com,Sweden,FU
Enable the Label,enablethelabel.com,Netherlands,FU
Envie de Fraise,enviedefraise.com,France,FU
Envii,envii.com,Denmark,FU
Escora,escora-dessous.de,Germany,FU
Essentiel Antwerp,essentiel.be,Belgium,FU
Eudoxie,eudoxie.shop,France,FU
FALKE,falke.com,Germany,FU
Farah,farah.co.uk,UK,FU
Farai London,farailondon.com,United Kingdom,FU
Femilet,femilet.dk,France,FU
Fiorucci,fiorucci.com,Italy,FU
Firetrap,firetrap.com,United Kingdom,FU
Fred & Ginger NV,fredginger.com,Belgium,FU
Fred Mello,fredmello.it,Italy,FU
Freya,freyalingerie.com,United Kingdom,FU
GANT,gant.com,Sweden,FU
GINA LAURA,gina-laura.com,Germany,FU
GRIMEY,grimeywear.com,Spain,FU
Gallo,theartofgallo.it,Italy,FU
Globe,globebrand.com,France,FU
Glorious Gangsta,gloriousgangsta.com,United Kingdom,FU
Golden Equation,goldenequation.co.uk,UK,FU
Good For Nothing,gfnclothing.com,United Kingdom,FU
HANS PLOENES GmbH,jploenes.de,Germany,FU
HAPPY SHORTS,happyshorts.com,Germany,FU
HEAD Sport,head.com,Austria,FU
HOBBS,hobbs.com,United Kingdom,FU
HOSBJERG,hosbjerg.com,Denmark,FU
Heatkeeper,heatkeeper.nl,Netherlands,FU
Heimat,heimat-textil.com,United Kingdom,FU
Helly Hansen,hellyhansen.com,Germany,FU
Holzweiler,holzweiler.no,Norway,FU
Houdini,houdinisportswear.com,Sweden,FU
Hudson,hudson-shop.com,Germany,FU
Hugo Boss,hugoboss.com,Germany,FU
Hunter Boots,hunterboots.com,United Kingdom,FU
Hunter ORIGINAL,hunterboots.com,United Kingdom,FU
Hust & Claire,hustandclaire.com,Denmark,FU
INASKA,inaska-swimwear.com,Germany,FU
ION,ion-products.com,Germany,FU
IRIEDAILY,iriedaily.de,Germany,FU
ITEM m6,item-m6.com,Germany,FU
IVY OAK,ivy-oak.com,Germany,FU
IZAC,izac.fr,France,FU
Icebreaker,icebreaker.com,France,FU
Icepeak,icepeak.fi,Finland,FU
InWear,inwear.com,Denmark,FU
Inouitoosh,inouitoosh.com,France,FU
Invicta,invicta.it,Italy,FU
JAKO,jakosportkleding.nl,Netherlands,FU
JOOP!,joop.com,Germany,FU
JUST female,justfemale.dk,Denmark,FU
Jack&Jones,jackjones.com,Netherlands,FU
Jacquemus,jacquemus.fr,France,FU
Jaded London,jadedldn.com,United Kingdom,FU
Joules,joules.com,United Kingdom,FU
Joyce & Girls,joyceandgirls.com,Switzerland,FU
Just Junkies,justjunkies.eu,Denmark,FU
KABAK,kabak.com.pl,Poland,FU
KAI AND KOA,kaikoaworld.com,Spain,FU
KORA MIKINO,koramikino.eu,Germany,FU
KUNERT,kunert.de,Germany,FU
Kanjers,kanjerskinderkleding.nl,The Netherlands,FU
Karko,2karko.com,Poland,FU
Kujten,kujten.com,France,FU
LA COME DI,lacomedi.com,Italy,FU
LIDEA,lidea.de,Germany,FU
LION OF PORCHES,lionofporches.com,Portugal,FU
LOU Lingerie,lou-lingerie.fr,France,FU
LOVE BRAND & Co.,lovebrand.com,United Kingdom,FU
La Perla,laperla.com,Germany,FU
Lacoste,lacoste.com,,FU
Lafuma,lafuma.com,France,FU
Laundry Industry,laundryindustry.com,Netherlands,FU
Le Slip Français,leslipfrancais.fr,France,FU
Lemon Beret,lemonberet.fashion,Belgium,FU
Lentiggini,lentiggini-swim.com,Netherlands,FU
Leon & Harper,leonandharper.com,France,FU
Les Soeurs,lessoeurs.be,Belgium,FU
Les girls Les boys,lesgirlslesboys.com,United Kingdom,FU
Liefling,mouwlengte7.com,Netherlands,FU
Like FLO,flo.nl,Netherlands,FU
LingaDore,lingadore.nl,Netherlands,FU
Lise Charmel,lisecharmel.com,France,FU
Livera,livera.nl,France,FU
Louisa Bracq,louisabracq.com,France,FU
Louise Misha,louisemisha.com,France,FU
Lovable,lovable.it,Italy,FU
Love Stories,lovestoriesintimates.com,Netherlands,FU
Lovechild 1979,lovechild1979.com,Denmark,FU
Lovjoi,lovjoi.com,Germany,FU
Lowa,lowa.nl,Netherlands,FU
Ludique,ludiqueshop.com,Sweden,FU
Luke 1977,luke1977.com,United Kingdom,FU
Lyle & Scott Scotland,lyleandscott.com,United Kingdom,FU
MAISONLEJABY,maisonlejaby.com,France,FU
MERCHCODE,urban-classics.net,Germany,FU
MINI A TURE,miniature.com,Denmark,FU
MISTER TEE,urban-classics.net,Germany,FU
MONK & ANNA,monkandanna.com,Netherlands,FU
MSGM,msgm.it,Italy,FU
MUJI,mujionline.eu,Germany,FU
Mackintosh,mackintosh.com,United Kingdom,FU
Mads Nørgaard,madsnorgaard.com,Denmark,FU
Maiyo,maiyo.co.uk,UK,FU
Mango,mango.com,Spain,FU
Marimekko,marimekko.com,Finland,FU
Marlies Dekkers,marliesdekkers.com,Netherlands,FU
Maryan Mehlhorn,maryanmehlhorn.com,Germany,FU
Merz b. Schwanen,merzbschwanen.com,Germany,FU
Metissier,metissier.com,France,FU
Mila beachwear,mila-beach.com,Netherlands,FU
Minelli,minelli.fr,France,FU
Mint Velvet,mintvelvet.co.uk,UK,FU
Modström,modstrom.com,Denmark,FU
Molo A/S - Headquarters,molo.com,Denmark,FU
Monsieur TSHIRT,monsieurtshirt.com,France,FU
Moustard,moustard.co.uk,UK,FU
Muchachomalo,muchachomalo.com,Netherlands,FU
My Rina,myrinaworld.com,Spain,FU
NATURANA,naturana.com,Germany,FU
NEW girl ORDER,newgirlorder.co.uk,UK,FU
NIKBEN,nikben.com,Sweden,FU
NON COMMUN,noncommun.com,France,FU
NZA New Zealand,nzanewzealand.com,Netherlands,FU
Napo,napo-shop.de,Germany,FU
Nice Things,nicethingspalomas.com,Spain,FU
North 56°4,north56-4.com,Denmark,FU
North Sails,webstore.northsails.com,Italy,FU
Nué,nue-studio.com,Ukraine,FU
Nénés,nenes-paris.com,France,FU
O'Neill,oneill.com,Netherlands,FU
OLYMP,olymp.com,Germany,FU
Oceanus,oceanusswimwear.com,United Kingdom,FU
Olly Lingerie,olly-lingerie.com,France,FU
Olow,olow.fr,France,FU
Outland,outland-wear.fr,France,FU
Oysho,oysho.com,Spain,FU
PEREGRINE,peregrineclothing.co.uk,UK,FU
PROMISS,promiss.nl,Belgium,FU
PUMA,puma.com,Germany,FU
Pamela Mann Ltd,pamelamann.co.uk,UK,FU
Pied de Biche,en.pieddebiche-paris.com,France,FU
Pierre Robert,pierrerobert.no,Norway,FU
PrimaDonna,primadonna.com,Italy,FU
Pussy Deluxe,napo-shop.de,Germany,FU
Quiksilver,quiksilver.com,France,FU
ROSEANNA,roseanna.fr,France,FU
Reebok,reebok.nl,Netherlands,FU
RefrigiWear,refrigiwear.it,Italy,FU
Rip Curl,ripcurl.com,France,FU
Rougegorge,rougegorge.com,France,FU
Roxy,roxy.com,Netherlands,FU
Royce Lingerie,royce-lingerie.co.uk,UK,FU
Résumés,resumecph.dk,Netherlands,FU
Röhnisch,rohnisch.com,Netherlands,FU
SEA’SONS official,seasonsofficial.com,Netherlands,FU
SINNERS ATTIRE,sinnersattire.com,United Kingdom,FU
SNURK,snurkamsterdam.com,Netherlands,FU
STORM & MARIE,stormandmarie.com,Denmark,FU
Sail Racing,sailracing.com,Sweden,FU
Saint James,saint-james.com,France,FU
Sanetta,sanetta.de,Germany,FU
Sans Complexe Lingerie,sanscomplexe.com,France,FU
Schiesser,schiesser.com,Germany,FU
Schott NYC Europe,schott-store.com,Europe,FU
Sea Ranch,searanch.dk,Denmark,FU
Sense Organics,sense-organics.com,Germany,FU
Sessùn,sessun.com,France,FU
Sezane,sezane.com,France,FU
Sheego,sheego.de,Germany,FU
Shiwi,shiwi.com,Netherlands,FU
Sidas,sidas.com,France,FU
Sixton London,sixton.london,United Kingdom,FU
Skiny,skiny.com,Austria,FU
Sloggi,sloggi.com,Switzerland,FU
Smitten Organic,smittenorganic.com,Netherlands,FU
Småfolk,smafolk.dk,Denmark,FU
Sneaky Fox,mpdenmark.espresso4.dk,Denmark,FU
Sock My Feet,sockmyfeet.com,Netherlands,FU
Sockshouse,sockshouse.nl,Netherlands,FU
Soeur France,soeur.fr,France,FU
Soft Gallery,softgallery.dk,Denmark,FU
Solid,solidmen.com,Denmark,FU
South Beach,southbeachofficial.com,United Kingdom,FU
Speedo,speedo.com,United Kingdom,FU
Stella McCartney,stellamccartney.com,United Kingdom,FU
Stripe + Stare,stripeandstare.com,United Kingdom,FU
Tartine et Chocolat,tartine-et-chocolat.com,France,FU
Ted Baker,tedbaker.com,United Kingdom,FU
The Animals Observatory,theanimalsobservatory.com,Spain,FU
The GoodPeople,thegoodpeople.com,Netherlands,FU
The Short,theshortofficial.com,Netherlands,FU
Thinking MU,thinkingmu.com,Spain,FU
Tom Tailor,tom-tailor.com,Germany,FU
Tommy Hilfiger,tommy.com,Netherlands,FU
Too Hot To Hide,toohottohide.de,Germany,FU
Topaz Boutique Swim,topazluxe.com,UK,FU
Triumph,triumph.com,France,FU
Tutti Rouge,tuttirouge.com,United Kingdom,FU
UNIQUE 21,unique21.com,United Kingdom,FU
Ulla Popken,popken.de,Germany,FU
Underprotection,underprotection.eu,Denmark,FU
Understatement,shopunderstatement.com,Sweden,FU
Undress Code,undress-code.com,Poland,FU
Untouched Underwear,untouchedunderwear.com,Netherlands,FU
VIVE MARIA,vivemaria.de,Germany,FU
Vanguard,vanguard-clothing.com,Netherlands,FU
Versace,versace.com,Italy,FU
Via di Gioia,viadigioia.nl,Netherlands,FU
Viktor & Rolf,viktor-rolf.com,Netherlands,FU
Vilebrequin,vilebrequin.com,France,FU
WALLIEN,wallien.com,Netherlands,FU
WAUW CAPOW,wauwcapow.com,Denmark,FU
WORON,woronstore.com,Denmark,FU
WRSTBHVR,worst-behavior.com,Germany,FU
Watercult,watercult.com,Germany,FU
We Are the Superlative Conspiracy [WeSC],wesc.com,Sweden,FU
Weird Fish,weirdfish.co.uk,UK,FU
White Stuff,whitestuff.com,Netherlands,FU
Wolford,wolford.com,Austria,FU
X-Socks,xsocks.nl,Netherlands,FU
XPOOOS,xpooos.com,Netherlands,FU
Y.A.S,y-a-s.com,Denmark,FU
Yoga Searcher,yogasearcher.com,France,FU
Ysé,yse-paris.com,France,FU
Zadig & Voltaire,zadigetvoltaire.com,France,FU
Zilch,zilch.nl,Netherlands,FU
Zoe Leggings,zoeleggings.com,Croatia,FU
Zumo,zumo-international.com,Netherlands,FU
a-dam,a-dam.com,Netherlands,FU
all-skin-wear,allskinwear.com,Spain,FU
american-vintage-hq-europe,nl.americanvintage-store.com,France,FU
anita,anita.com,United Kingdom,FU
annadiva,annadiva.nl,Netherlands,FU
bik-bok,bikbok.com,Norway,FU
bikkembergs,bikkembergs.com,Italy,FU
boux-avenue,bouxavenue.com,United Kingdom,FU
bric-a-brac,bric-a-brac.se,Sweden,FU
bruno banani,brunobanani.com,Germany,FU
cabaia-cabaia,cabaia.fr,France,FU
calida,calida.com,Germany,FU
casall,casall.com,Sweden,FU
ceceba,ceceba.com,Germany,FU
celio,celio.com,France,FU
chantal-thomass,chantelle.com,France,FU
cosmogonie-paris,cosmogonieparis.com,France,FU
craghoppers,craghoppers.com,United Kingdom,FU
danae-kurvers-trans-missie-trans-missie,trans-missie.nl,The Netrherlands,FU
drykorn,drykorn.com,Germany,FU
ebbe,ebbekids.com,Sweden,FU
engelvaart-bodywear-rj-bodywear-beeren-bodywear,rjbodywear.com,Netherlands,FU
erve-shop,erve.shop,Belgium,FU
esprit,esprit.com,Germany,FU
fantasie,fantasie.com,United Kingdom,FU
figaret,figaret.com,France,FU
filippa-k,filippa-k.com,Sweden,FU
frank-dandy,frankdandy.com,Sweden,FU
ginatricot,ginatricot.com,Germany,FU
gossard,gossard.com,United Kingdom,FU
gotzburg,goetzburg.com,Germany,FU
happysocks,happysocks.com,Sweden,FU
hesper-fox,hesperfox.com,United Kingdom,FU
huf,hufworldwide.eu,United Kingdom,FU
hummel-fashion,hummelfashion.com,Denmark,FU
iron-heart,ironheart.co.uk,UK,FU
jockey,jockey.de,Germany,FU
karl-rieker-gmbh-and-co-kg,karl-rieker-online-shop.de,Germany,FU
ldnr,lndr.uk,UK,FU
le-petit-trou,le-petit-trou.com,Poland,FU
livy,int.li-vy.com,France,FU
loeffler,loeffler.at,Austria,FU
lousy-livin-underwear,lousylivin.com,Germany,FU
maison-close,maison-close.com,France,FU
marcmarcs,marcmarcs.com,Netherlands,FU
mey,mey.com,Germany,FU
millet,millet-mountain.com,France,FU
missguided-ltd,missguided.co.uk,UK,FU
moost-wanted,moostwanted.com,Netherlands,FU
morotai,morotai.de,Germany,FU
nicce,nicceclothing.com,United Kingdom,FU
occidente,occidente.fr,France,FU
odlo-sports-gmbh,odlo.com,Germany,FU
organic basics,organicbasics.com,Denmark,FU
people-tree,peopletree.co.uk,UK,FU
pinned-by-k,pinnedbyk.com,Netherlands,FU
playful-promises,playfulpromises.com,United Kingdom,FU
positive-outlook-clothing,positiveoutlookclothing.com,United Kingdom,FU
pour-moi,pourmoi.co.uk,UK,FU
pretty-polly,prettypolly.co.uk,UK,FU
rondorff,rondorff.com,France,FU
sa-simone-perele-sa,simone-perele.com,France,FU
sapph,sapph.com,Netherlands,FU
sarl-soditex-armor-lux,armorlux.com,France,FU
sas-bonton,bonton.fr,France,FU
sunspel,sunspel.com,United Kingdom,FU
superrebel,superrebel.com,Netherlands,FU
ten-cate,tencate1952.com,Netherlands,FU
tiffosi,tiffosi.com,Portugal,FU
triaction,triumph-jo.com,Germany,FU
twist-and-tango,twisttango.com,Sweden,FU
undiz,undiz.com,France,FU
vertere,vertere-berlin.com,Germany,FU
von Jungfeld,jungfeld.com,Germany,FU
wahts,wahts.com,Netherlands,FU
why-not-brand,whynotbrand.com,Italy,FU
wolf-and-whistle,wolfandwhistle.co.uk,UK,FU
wolflingerie,wolflingerie.com,France,FU
ymc-you-must-create,youmustcreate.com,United Kingdom,FU
A.F.S. INTERNATIONAL,afs-international.it,IT,Supreme Body & Beach
AGENTUR DENARIO / HARIS COTTON,denario.de,DE,Supreme Body & Beach
AGENTUR LUCIA TROMMER,agentur-lucia-trommer.de,DE,Supreme Body & Beach
ANITA DR. HELBIG GMBH,anita.com,DE,Supreme Body & Beach
APPAREL PARTNERS INT. GMBH,miss-perfect.shop,DE,Supreme Body & Beach
BROD STYL INTERNATIONAL,just-eve.de,FR,Supreme Body & Beach
CARL ROSS GMBH & CO. KG,carlross.de,DE,Supreme Body & Beach
CHANTELLE LINGERIE GMBH,group.chantellelingerie.com,DE,Supreme Body & Beach
CREATION MEDITERRANEE,paindesucre.com,FR,Supreme Body & Beach
CREAZIONI ETHEL S.R.L.,ethel.it,IT,Supreme Body & Beach
DIE WÄSCHEMACHER GMBH,waeschemacher.de,DE,Supreme Body & Beach
DNUD SARL,d-nu-d.com,FR,Supreme Body & Beach
DOLORES FONT CORTÉS S.A.,dolores-cortes.com,ES,Supreme Body & Beach
EMPREINTE GMBH,empreinte.eu,DE,Supreme Body & Beach
EVA B. BITZER GMBH,evabitzersilk.com,DE,Supreme Body & Beach
FLAVIA VALENTINI ROMA,flaviavalentini.com,IT,Supreme Body & Beach
FURSTENBERG,furstenberg-fashion.de,DE,Supreme Body & Beach
GABRIELA STRANKA,b2b-fashiondreams.com,AT,Supreme Body & Beach
GATTINA,gattina.de,DE,Supreme Body & Beach
GERMAN BRANCH,armani.com,DE,Supreme Body & Beach
GUASCH HERMANOS SL,redpointbeachwear.com,ES,Supreme Body & Beach
GUESS DEUTSCHLAND GMBH,guess.com,DE,Supreme Body & Beach
HANRO DEUTSCHLAND GMBH,hanro.com,DE,Supreme Body & Beach
HAPPY UNDIES (VIVACQUA OHG),happy-undies.com,DE,Supreme Body & Beach
IKONO,ikon-o.com,BE,Supreme Body & Beach
ILSE JACOBSEN HORNBAEK GMBH,ilsejacobsen.com,DE,Supreme Body & Beach
JETS AUSTRALIA,seafolly.com,NL,Supreme Body & Beach
LASCANA OTTO GMBH & CO. KG,lascana.de,DE,Supreme Body & Beach
LORENZ PORT,lorenzport.de,DE,Supreme Body & Beach
LOUIS & LOUISA GMBH,louis-louisa.de,DE,Supreme Body & Beach
LOUISA BRACQ SAS PBSE,loiusaracq.com,FR,Supreme Body & Beach
MAGIC BODYFASHION,magicbodyfashion.com,NL,Supreme Body & Beach
MAGLIFICIO PO SRL,oscalito.it,IT,Supreme Body & Beach
MARC & ANDRE,marcandandre.com,DE,Supreme Body & Beach
MEDI GMBH & CO. KG,item-m6.com,DE,Supreme Body & Beach
MEY GMBH & CO. KG,mey.com,DE,Supreme Body & Beach
MOOILO,mooilo.de,DE,Supreme Body & Beach
MORITZ HENDEL & SÖHNE,mydacapo.de,DE,Supreme Body & Beach
MT TRADE MARK GMBH,mt-trade-mark.com,DE,Supreme Body & Beach
MYJAMA,myjama.de,DE,Supreme Body & Beach
NATURANA DÖLKER GMBH & CO. KG,naturana.com,DE,Supreme Body & Beach
NINA VON C.,ninavonc.de,DE,Supreme Body & Beach
PANACHE LINGERIE LTD,panache-lingerie.com,GB,Supreme Body & Beach
PARISSIME GMBH,lisecharmel.com,DE,Supreme Body & Beach
PASSIONATA / CCT GROUP,teufl.cc,DE,Supreme Body & Beach
PIP STUDIO,newedition.nl,NL,Supreme Body & Beach
RENDL SWIMWEAR,rendl.com,AT,Supreme Body & Beach
ROIDAL S.L.,roidal.com,ES,Supreme Body & Beach
RÖSCH FASHION GMBH & CO. KG,roesch-fashion.de,DE,Supreme Body & Beach
SASSA MODE GMBH,sassemode.com,DE,Supreme Body & Beach
SCS - FINESSE GMBH,scs-finesse.de,DE,Supreme Body & Beach
SIMONE HERRERA,simone-herrera.com,ES,Supreme Body & Beach
SKINY BODYWEAR,hom.com,DE,Supreme Body & Beach
SPEIDEL GMBH,speidelshop.com,DE,Supreme Body & Beach
SUNDAY IN BED,sundayinbed.de,DE,Supreme Body & Beach
UNITED LEGWEAR & APPAREL,unitedlegwear.com,NL,Supreme Body & Beach
VALERIE EPPLE,valdazur.de,DE,Supreme Body & Beach
VERTRIEBS GMBH,ulla.de,DE,Supreme Body & Beach
VERTRIEBS GMBH,vossen.com,DE,Supreme Body & Beach
WACOAL EUROPE,wacoal-europe.com,FR,Supreme Body & Beach
WERNER STECK,lascana.de,DE,Supreme Body & Beach
ZETEX BODY FAVOURITES,zetex.nl,NL,Supreme Body & Beach
ZIMMERLI TEXTIL AG,zimmerli.com,CH,Supreme Body & Beach
21 MARS,21mars.com,France,Salon
ACQUADICOCCO,acquadicocco.com,Italy,Salon
ANITA ACTIVE,anita.com,Germany,Salon
ANITA CARE,anita.com,Germany,Salon
ANITA MATERNITY,anita.com,Germany,Salon
ANITA SINCE 1886,anita.com,Germany,Salon
ANNADIVA,annadiva.nl,Netherlands,Salon
ANNETTE LINGERIE,annettelingerie.it,Italy,Salon
ANTIGEL,antigel.com,France,Salon
ATELIER AMOUR,apps.apple.com,France,Salon
AUBADE PARIS,aubade.com,France,Salon
BESTFORM,bestform-lingerie.com,France,Salon
BOGLIETTI,boglietti.it,Italy,Salon
BOJI,bojibojiboji.com,France,Salon
BYE BRA,byebra.eu,Netherlands,Salon
CALIDA,calida.com,Switzerland,Salon
CARL ROSS,shop.carlross.de,Germany,Salon
CARVARO,carvaro.it,Italy,Salon
CHANTELLE,chantelle.com,France,Salon
CLARA,clara-intimo.it,Italy,Salon
CLARA ROSSI,clararossi.com,Italy,Salon
COASTAL REEF,coastalreef.fr,France,Salon
COCO,lingeriebycoco.com,Germany,Salon
COMTESSA,comtessa.de,Germany,Salon
CYBERJAMMIES United,cyberjammies.com,United Kingdom,Salon
DEREK ROSE United,derek-rose.com,United Kingdom,Salon
DNUD,d-nu-d.com,France,Salon
DORINA,dorina.com,Netherlands,Salon
DOT 76,dot76.it,Italy,Salon
DOT76,dot76.it,Italy,Salon
ELOMI,apps.apple.com,France,Salon
EMPREINTE,empreinte.eu,France,Salon
FANTASIE,wacoal-europe.com,France,Salon
FEMFOUR,femfour.com,Italy,Salon
FIDA LINGERIE,fidalingerie.it,Italy,Salon
FILA,fila.de,Italy,Salon
FLEUR OF ENGLAND United,fleurofengland.com,United Kingdom,Salon
FLORA LASTRAIOLI,floralastraioli.com,Italy,Salon
FRALY,fraly.it,Italy,Salon
FREYA,freyalingerie.com,France,Salon
GIRARDI,girardi.net,Italy,Salon
GOLDEN HOUR LINGERIE,goldenhourlingerie.com,France,Salon
HAPPY UNDIES,happy-undies.com,Germany,Salon
HOMERS,homers.es,Spain,Salon
ICONE,icone-lingerie.com,France,Salon
IKONO,ikon-o.com,Belgium,Salon
IU RITA MENNOIA,shopiuritamennoia.com,Italy,Salon
JAIMIES,jaimies.com,France,Salon
KHIÓNÊ,khioneswimwear.com,France,Salon
KIKI,kikidm.com,Germany,Salon
LANOAI,lanoai.com,France,Salon
LASCANA,lascana.de,Germany,Salon
LAVIANT MIË,laviantmie.com,Germany,Salon
LE CHAT,lingerielechat.com,France,Salon
LINE PARIS,nisseparis.com,France,Salon
LINGADORE,lingadore.nl,Netherlands,Salon
LISE CHARMEL,lisecharmel.com,France,Salon
LOHE,loheshop.com,Spain,Salon
LORDXLILIES,lordsxlilies.com,Belgium,Salon
LOUISA BRACQ,louisabracq.com,France,Salon
LUVI PARIS,luviparis.com,France,Salon
MADEKS,madeks.be,Belgium,Salon
MADIVA,madiva.it,Italy,Salon
MAGIC BODYFASHION,magicbodyfashion.com,Netherlands,Salon
MAISON LEJABY,maisonlejaby.com,France,Salon
MARIE JO,mariejo.com,Belgium,Salon
MASSANA,massana.es,Spain,Salon
MEY,mey.com,Germany,Salon
MODIBODI United,modibodi.co.uk,United Kingdom,Salon
MORETTA,moretta.biz,Italy,Salon
MY SUMMER FAN,shop-mysummerfan.com,France,Salon
NATURANA,naturana.com,Germany,Salon
NINEO,nineo.fr,France,Salon
ODETTE ANCEL PARIS,odetteancel.net,France,Salon
ORGANIC BASICS,organicbasics.com,Denmark,Salon
OSCALITO,oscalito.it,Italy,Salon
PALADINI,paladinilingerie.com,Italy,Salon
PIEGE LINGERIE,piege-lingerie.com,France,Salon
PIERRE MANTOUX,pierremantoux.com,Italy,Salon
PLUTO,pluto.be,Belgium,Salon
PRIMADONNA,primadonna.com,Belgium,Salon
PUNTO BLANCO,puntoblanco.com,Spain,Salon
ROSA FAIA,anita.com,Germany,Salon
ROSE,byrroselingerie.com,Germany,Salon
RUE DES LILAS,rue-des-lilas.fr,France,Salon
SABRINA NADAL,sabrinanadal.fr,France,Salon
SANS COMPLEXE,sanscomplexe.com,France,Salon
SARDA,sardaworld.com,Belgium,Salon
SASSA MODE,sassa.eu,Germany,Salon
SCARLETT GASQUE United,scarlettgasque.com,United Kingdom,Salon
SEANAY,seanay.fr,France,Salon
SHORT STORIES,shortstories.de,Germany,Salon
SILK R,silkrparis.com,France,Salon
SIMONE PERELE,fr.simone-perele.com,France,Salon
SOFT REVOLT,softrevolt.com,Netherlands,Salon
SUSA,susa-shop.de,Germany,Salon
SWEDISH STOCKINGS,swedishstockings.com,Sweden,Salon
TALC,talc-paris.fr,France,Salon
TEENFLO,teenflo.co,France,Salon
TRASPARENZE,en.calzetrasparenze.com,Italy,Salon
UCHINO,fr.uchino.co.jp,France,Salon
UNDERSTATEMENT,shopunderstatement.com,Sweden,Salon
VAINVER,vainver.com,Netherlands,Salon
VALEGE,valege.com,France,Salon
VALÉGE,valege.com,France,Salon
VERDIANI,verdiani.it,Italy,Salon
VOLUPTINA,voluptina.com,France,Salon
VOLVER,volver1979.com,Spain,Salon
WACOAL,wacoallingerie.com,France,Salon
YELLAMARIS,yellamaris.de,Germany,Salon
ZIMMERLI OF SWITZERLAND,zimmerli.com,Switzerland,Salon
AB Fashion Agency (HC&IB Labels BV),abfashionagency.be,Belgium,Body Fashion Trade Fair
